instant,datetime,season,year,month,hour,holiday,weekday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,total_count,recency,frequency,monetary
10428,2012-03-15,Spring,2012,Mar,14,0,Thursday,1,Misty,0.72,0.6515,0.3,0.1045,81,177,258,291,258,258
10429,2012-03-15,Spring,2012,Mar,15,0,Thursday,1,Clear,0.72,0.6515,0.32,0.2239,100,187,287,291,287,287
10430,2012-03-15,Spring,2012,Mar,16,0,Thursday,1,Clear,0.72,0.6515,0.37,0.3881,95,331,426,291,426,426
10431,2012-03-15,Spring,2012,Mar,17,0,Thursday,1,Clear,0.7,0.6364,0.39,0.2537,79,634,713,291,713,713
10432,2012-03-15,Spring,2012,Mar,18,0,Thursday,1,Clear,0.66,0.6212,0.44,0.2836,98,648,746,291,746,746
10433,2012-03-15,Spring,2012,Mar,19,0,Thursday,1,Misty,0.64,0.6212,0.5,0.194,72,353,425,291,425,425
10434,2012-03-15,Spring,2012,Mar,20,0,Thursday,1,Misty,0.58,0.5455,0.6,0.3582,60,270,330,291,330,330
10435,2012-03-15,Spring,2012,Mar,21,0,Thursday,1,Clear,0.54,0.5152,0.68,0.2836,36,207,243,291,243,243
10436,2012-03-15,Spring,2012,Mar,22,0,Thursday,1,Clear,0.52,0.5,0.68,0.1343,32,137,169,291,169,169
10437,2012-03-15,Spring,2012,Mar,23,0,Thursday,1,Clear,0.48,0.4697,0.72,0.194,12,85,97,291,97,97
10438,2012-03-16,Spring,2012,Mar,0,0,Friday,1,Clear,0.44,0.4394,0.77,0.2537,8,49,57,290,57,57
10439,2012-03-16,Spring,2012,Mar,1,0,Friday,1,Misty,0.42,0.4242,0.82,0.3284,4,22,26,290,26,26
10440,2012-03-16,Spring,2012,Mar,2,0,Friday,1,Misty,0.42,0.4242,0.82,0.194,0,4,4,290,4,4
10441,2012-03-16,Spring,2012,Mar,3,0,Friday,1,Misty,0.4,0.4091,0.87,0.2836,0,3,3,290,3,3
10442,2012-03-16,Spring,2012,Mar,4,0,Friday,1,Misty,0.4,0.4091,0.87,0.2537,0,3,3,290,3,3
10443,2012-03-16,Spring,2012,Mar,5,0,Friday,1,Misty,0.4,0.4091,0.87,0.2239,2,30,32,290,32,32
10444,2012-03-16,Spring,2012,Mar,6,0,Friday,1,Misty,0.4,0.4091,0.87,0.1642,3,96,99,290,99,99
10445,2012-03-16,Spring,2012,Mar,7,0,Friday,1,Misty,0.4,0.4091,0.87,0.194,13,265,278,290,278,278
10446,2012-03-16,Spring,2012,Mar,8,0,Friday,1,Misty,0.4,0.4091,0.87,0.2239,28,534,562,290,562,562
10447,2012-03-16,Spring,2012,Mar,9,0,Friday,1,Misty,0.42,0.4242,0.82,0.0,35,277,312,290,312,312
10448,2012-03-16,Spring,2012,Mar,10,0,Friday,1,Misty,0.4,0.4091,0.87,0.0896,44,136,180,290,180,180
10449,2012-03-16,Spring,2012,Mar,11,0,Friday,1,Misty,0.44,0.4394,0.77,0.0,40,167,207,290,207,207
10450,2012-03-16,Spring,2012,Mar,12,0,Friday,1,Misty,0.44,0.4394,0.82,0.1343,72,222,294,290,294,294
10451,2012-03-16,Spring,2012,Mar,13,0,Friday,1,Misty,0.46,0.4545,0.77,0.0896,52,208,260,290,260,260
10452,2012-03-16,Spring,2012,Mar,14,0,Friday,1,Misty,0.48,0.4697,0.72,0.0,56,146,202,290,202,202
10453,2012-03-16,Spring,2012,Mar,15,0,Friday,1,Light_rainsnow,0.46,0.4545,0.82,0.1045,19,88,107,290,107,107
10454,2012-03-16,Spring,2012,Mar,16,0,Friday,1,Light_rainsnow,0.48,0.4697,0.77,0.0,18,111,129,290,129,129
10455,2012-03-16,Spring,2012,Mar,17,0,Friday,1,Light_rainsnow,0.48,0.4697,0.82,0.0896,23,235,258,290,258,258
10456,2012-03-16,Spring,2012,Mar,18,0,Friday,1,Light_rainsnow,0.48,0.4697,0.82,0.0896,31,377,408,290,408,408
10457,2012-03-16,Spring,2012,Mar,19,0,Friday,1,Misty,0.46,0.4545,0.88,0.0,23,273,296,290,296,296
10458,2012-03-16,Spring,2012,Mar,20,0,Friday,1,Clear,0.46,0.4545,0.88,0.0,31,204,235,290,235,235
10459,2012-03-16,Spring,2012,Mar,21,0,Friday,1,Misty,0.44,0.4394,0.94,0.0,8,144,152,290,152,152
10460,2012-03-16,Spring,2012,Mar,22,0,Friday,1,Misty,0.44,0.4394,0.94,0.0,16,132,148,290,148,148
10461,2012-03-16,Spring,2012,Mar,23,0,Friday,1,Misty,0.44,0.4394,0.94,0.0,22,104,126,290,126,126
10462,2012-03-17,Spring,2012,Mar,0,0,Saturday,0,Misty,0.44,0.4394,0.94,0.0896,13,87,100,289,100,100
10463,2012-03-17,Spring,2012,Mar,1,0,Saturday,0,Misty,0.44,0.4394,0.94,0.0,12,57,69,289,69,69
10464,2012-03-17,Spring,2012,Mar,2,0,Saturday,0,Misty,0.44,0.4394,0.88,0.0,10,32,42,289,42,42
10465,2012-03-17,Spring,2012,Mar,3,0,Saturday,0,Misty,0.44,0.4394,0.88,0.0,2,24,26,289,26,26
10466,2012-03-17,Spring,2012,Mar,4,0,Saturday,0,Misty,0.42,0.4242,0.94,0.0,0,2,2,289,2,2
10467,2012-03-17,Spring,2012,Mar,5,0,Saturday,0,Misty,0.42,0.4242,0.94,0.0896,5,3,8,289,8,8
10468,2012-03-17,Spring,2012,Mar,6,0,Saturday,0,Misty,0.42,0.4242,0.94,0.194,1,29,30,289,30,30
10469,2012-03-17,Spring,2012,Mar,7,0,Saturday,0,Misty,0.4,0.4091,1.0,0.1343,29,57,86,289,86,86
10470,2012-03-17,Spring,2012,Mar,8,0,Saturday,0,Misty,0.42,0.4242,0.94,0.1045,63,155,218,289,218,218
10471,2012-03-17,Spring,2012,Mar,9,0,Saturday,0,Misty,0.44,0.4394,0.88,0.0896,104,217,321,289,321,321
10472,2012-03-17,Spring,2012,Mar,10,0,Saturday,0,Misty,0.5,0.4848,0.77,0.0896,140,303,443,289,443,443
10473,2012-03-17,Spring,2012,Mar,11,0,Saturday,0,Misty,0.52,0.5,0.77,0.1343,226,359,585,289,585,585
10474,2012-03-17,Spring,2012,Mar,12,0,Saturday,0,Clear,0.56,0.5303,0.68,0.1642,286,365,651,289,651,651
10475,2012-03-17,Spring,2012,Mar,13,0,Saturday,0,Clear,0.6,0.6061,0.6,0.1045,286,400,686,289,686,686
10476,2012-03-17,Spring,2012,Mar,14,0,Saturday,0,Clear,0.62,0.6212,0.53,0.0896,352,338,690,289,690,690
10477,2012-03-17,Spring,2012,Mar,15,0,Saturday,0,Clear,0.64,0.6212,0.53,0.1343,357,322,679,289,679,679
10478,2012-03-17,Spring,2012,Mar,16,0,Saturday,0,Clear,0.64,0.6212,0.5,0.0,367,318,685,289,685,685
10479,2012-03-17,Spring,2012,Mar,17,0,Saturday,0,Clear,0.64,0.6212,0.5,0.1343,291,357,648,289,648,648
10480,2012-03-17,Spring,2012,Mar,18,0,Saturday,0,Clear,0.62,0.6212,0.57,0.2985,221,339,560,289,560,560
10481,2012-03-17,Spring,2012,Mar,19,0,Saturday,0,Clear,0.58,0.5455,0.64,0.2836,155,262,417,289,417,417
10482,2012-03-17,Spring,2012,Mar,20,0,Saturday,0,Clear,0.56,0.5303,0.64,0.194,89,182,271,289,271,271
10483,2012-03-17,Spring,2012,Mar,21,0,Saturday,0,Clear,0.54,0.5152,0.68,0.1642,54,169,223,289,223,223
10484,2012-03-17,Spring,2012,Mar,22,0,Saturday,0,Clear,0.54,0.5152,0.68,0.0,58,153,211,289,211,211
10485,2012-03-17,Spring,2012,Mar,23,0,Saturday,0,Clear,0.5,0.4848,0.77,0.1642,34,151,185,289,185,185
10486,2012-03-18,Spring,2012,Mar,0,0,Sunday,0,Clear,0.46,0.4545,0.88,0.194,27,80,107,288,107,107
10487,2012-03-18,Spring,2012,Mar,1,0,Sunday,0,Clear,0.46,0.4545,0.82,0.1343,25,88,113,288,113,113
10488,2012-03-18,Spring,2012,Mar,2,0,Sunday,0,Misty,0.46,0.4545,0.82,0.1045,15,41,56,288,56,56
10489,2012-03-18,Spring,2012,Mar,3,0,Sunday,0,Misty,0.44,0.4394,0.88,0.1343,3,15,18,288,18,18
10490,2012-03-18,Spring,2012,Mar,4,0,Sunday,0,Misty,0.42,0.4242,0.94,0.1642,6,8,14,288,14,14
10491,2012-03-18,Spring,2012,Mar,5,0,Sunday,0,Misty,0.4,0.4091,0.94,0.1045,0,6,6,288,6,6
10492,2012-03-18,Spring,2012,Mar,6,0,Sunday,0,Misty,0.4,0.4091,0.94,0.1045,2,9,11,288,11,11
10493,2012-03-18,Spring,2012,Mar,7,0,Sunday,0,Light_rainsnow,0.42,0.4242,0.88,0.1642,17,25,42,288,42,42
10494,2012-03-18,Spring,2012,Mar,8,0,Sunday,0,Misty,0.42,0.4242,0.88,0.1045,25,71,96,288,96,96
10495,2012-03-18,Spring,2012,Mar,9,0,Sunday,0,Misty,0.42,0.4242,0.88,0.0896,65,113,178,288,178,178
10496,2012-03-18,Spring,2012,Mar,10,0,Sunday,0,Misty,0.42,0.4242,0.88,0.1045,139,212,351,288,351,351
10497,2012-03-18,Spring,2012,Mar,11,0,Sunday,0,Misty,0.44,0.4394,0.82,0.1642,129,239,368,288,368,368
10498,2012-03-18,Spring,2012,Mar,12,0,Sunday,0,Misty,0.44,0.4394,0.88,0.1343,222,281,503,288,503,503
10499,2012-03-18,Spring,2012,Mar,13,0,Sunday,0,Misty,0.46,0.4545,0.82,0.1642,198,346,544,288,544,544
10500,2012-03-18,Spring,2012,Mar,14,0,Sunday,0,Misty,0.5,0.4848,0.77,0.0896,218,303,521,288,521,521
10501,2012-03-18,Spring,2012,Mar,15,0,Sunday,0,Clear,0.54,0.5152,0.68,0.0896,240,314,554,288,554,554
10502,2012-03-18,Spring,2012,Mar,16,0,Sunday,0,Clear,0.54,0.5152,0.73,0.0896,229,312,541,288,541,541
10503,2012-03-18,Spring,2012,Mar,17,0,Sunday,0,Clear,0.56,0.5303,0.64,0.0896,233,308,541,288,541,541
10504,2012-03-18,Spring,2012,Mar,18,0,Sunday,0,Clear,0.56,0.5303,0.64,0.1642,165,294,459,288,459,459
10505,2012-03-18,Spring,2012,Mar,19,0,Sunday,0,Clear,0.56,0.5303,0.64,0.1642,118,234,352,288,352,352
10506,2012-03-18,Spring,2012,Mar,20,0,Sunday,0,Clear,0.52,0.5,0.77,0.1343,59,139,198,288,198,198
10507,2012-03-18,Spring,2012,Mar,21,0,Sunday,0,Clear,0.52,0.5,0.72,0.0896,44,129,173,288,173,173
10508,2012-03-18,Spring,2012,Mar,22,0,Sunday,0,Clear,0.5,0.4848,0.77,0.1045,21,79,100,288,100,100
10509,2012-03-18,Spring,2012,Mar,23,0,Sunday,0,Clear,0.48,0.4697,0.82,0.1642,7,39,46,288,46,46
10510,2012-03-19,Spring,2012,Mar,0,0,Monday,1,Clear,0.48,0.4697,0.82,0.1045,4,19,23,287,23,23
10511,2012-03-19,Spring,2012,Mar,1,0,Monday,1,Clear,0.46,0.4545,0.88,0.1045,0,15,15,287,15,15
10512,2012-03-19,Spring,2012,Mar,2,0,Monday,1,Clear,0.46,0.4545,0.88,0.1642,1,7,8,287,8,8
10513,2012-03-19,Spring,2012,Mar,3,0,Monday,1,Clear,0.46,0.4545,0.88,0.0896,0,2,2,287,2,2
10514,2012-03-19,Spring,2012,Mar,4,0,Monday,1,Clear,0.44,0.4394,0.94,0.0,0,3,3,287,3,3
10515,2012-03-19,Spring,2012,Mar,5,0,Monday,1,Clear,0.44,0.4394,0.94,0.0,0,31,31,287,31,31
10516,2012-03-19,Spring,2012,Mar,6,0,Monday,1,Clear,0.46,0.4545,0.88,0.1343,2,118,120,287,120,120
10517,2012-03-19,Spring,2012,Mar,7,0,Monday,1,Clear,0.46,0.4545,0.88,0.194,25,329,354,287,354,354
10518,2012-03-19,Spring,2012,Mar,8,0,Monday,1,Clear,0.46,0.4545,0.88,0.1045,16,563,579,287,579,579
10519,2012-03-19,Spring,2012,Mar,9,0,Monday,1,Clear,0.5,0.4848,0.72,0.1642,55,276,331,287,331,331
10520,2012-03-19,Spring,2012,Mar,10,0,Monday,1,Clear,0.52,0.5,0.72,0.1343,56,128,184,287,184,184
10521,2012-03-19,Spring,2012,Mar,11,0,Monday,1,Clear,0.56,0.5303,0.68,0.1642,56,145,201,287,201,201
10522,2012-03-19,Spring,2012,Mar,12,0,Monday,1,Clear,0.6,0.6061,0.64,0.2537,71,211,282,287,282,282
10523,2012-03-19,Spring,2012,Mar,13,0,Monday,1,Clear,0.62,0.6061,0.61,0.2537,69,194,263,287,263,263
10524,2012-03-19,Spring,2012,Mar,14,0,Monday,1,Misty,0.64,0.6212,0.57,0.194,60,200,260,287,260,260
10525,2012-03-19,Spring,2012,Mar,15,0,Monday,1,Clear,0.64,0.6212,0.57,0.2239,97,189,286,287,286,286
10526,2012-03-19,Spring,2012,Mar,16,0,Monday,1,Clear,0.66,0.6212,0.5,0.2239,65,320,385,287,385,385
10527,2012-03-19,Spring,2012,Mar,17,0,Monday,1,Clear,0.64,0.6212,0.53,0.2239,106,615,721,287,721,721
10528,2012-03-19,Spring,2012,Mar,18,0,Monday,1,Clear,0.64,0.6212,0.57,0.2537,120,681,801,287,801,801
10529,2012-03-19,Spring,2012,Mar,19,0,Monday,1,Clear,0.62,0.6061,0.61,0.2239,86,463,549,287,549,549
10530,2012-03-19,Spring,2012,Mar,20,0,Monday,1,Clear,0.6,0.6061,0.64,0.2239,34,296,330,287,330,330
10531,2012-03-19,Spring,2012,Mar,21,0,Monday,1,Clear,0.6,0.6061,0.64,0.1642,33,190,223,287,223,223
10532,2012-03-19,Spring,2012,Mar,22,0,Monday,1,Misty,0.56,0.5303,0.73,0.1642,17,131,148,287,148,148
10533,2012-03-19,Spring,2012,Mar,23,0,Monday,1,Misty,0.56,0.5303,0.78,0.1343,9,45,54,287,54,54
10534,2012-03-20,Spring,2012,Mar,0,0,Tuesday,1,Misty,0.56,0.5303,0.78,0.0896,5,24,29,286,29,29
10535,2012-03-20,Spring,2012,Mar,1,0,Tuesday,1,Clear,0.54,0.5152,0.88,0.0,6,9,15,286,15,15
10536,2012-03-20,Spring,2012,Mar,2,0,Tuesday,1,Clear,0.54,0.5152,0.88,0.0896,2,8,10,286,10,10
10537,2012-03-20,Spring,2012,Mar,3,0,Tuesday,1,Misty,0.54,0.5152,0.88,0.0,0,3,3,286,3,3
10538,2012-03-20,Spring,2012,Mar,4,0,Tuesday,1,Misty,0.52,0.5,0.88,0.1343,0,6,6,286,6,6
10539,2012-03-20,Spring,2012,Mar,5,0,Tuesday,1,Misty,0.52,0.5,0.94,0.0,0,20,20,286,20,20
10540,2012-03-20,Spring,2012,Mar,6,0,Tuesday,1,Misty,0.52,0.5,0.94,0.1642,6,94,100,286,100,100
10541,2012-03-20,Spring,2012,Mar,7,0,Tuesday,1,Light_rainsnow,0.52,0.5,0.94,0.2239,3,167,170,286,170,170
10542,2012-03-20,Spring,2012,Mar,8,0,Tuesday,1,Misty,0.52,0.5,0.88,0.1045,28,488,516,286,516,516
10543,2012-03-20,Spring,2012,Mar,9,0,Tuesday,1,Misty,0.54,0.5152,0.88,0.1642,41,284,325,286,325,325
10544,2012-03-20,Spring,2012,Mar,10,0,Tuesday,1,Clear,0.54,0.5152,0.88,0.194,44,119,163,286,163,163
10545,2012-03-20,Spring,2012,Mar,11,0,Tuesday,1,Clear,0.58,0.5455,0.83,0.1343,74,156,230,286,230,230
10546,2012-03-20,Spring,2012,Mar,12,0,Tuesday,1,Clear,0.6,0.5758,0.78,0.2537,56,205,261,286,261,261
10547,2012-03-20,Spring,2012,Mar,13,0,Tuesday,1,Clear,0.6,0.5758,0.78,0.194,77,207,284,286,284,284
10548,2012-03-20,Spring,2012,Mar,14,0,Tuesday,1,Misty,0.6,0.5909,0.73,0.1642,66,182,248,286,248,248
10549,2012-03-20,Spring,2012,Mar,15,0,Tuesday,1,Misty,0.62,0.6061,0.69,0.1045,67,177,244,286,244,244
10550,2012-03-20,Spring,2012,Mar,16,0,Tuesday,1,Clear,0.62,0.6061,0.66,0.2239,99,332,431,286,431,431
10551,2012-03-20,Spring,2012,Mar,17,0,Tuesday,1,Clear,0.6,0.5909,0.73,0.194,108,642,750,286,750,750
10552,2012-03-20,Spring,2012,Mar,18,0,Tuesday,1,Clear,0.6,0.5909,0.69,0.2537,136,665,801,286,801,801
10553,2012-03-20,Spring,2012,Mar,19,0,Tuesday,1,Clear,0.58,0.5455,0.73,0.1343,75,480,555,286,555,555
10554,2012-03-20,Spring,2012,Mar,20,0,Tuesday,1,Clear,0.58,0.5455,0.68,0.0896,78,299,377,286,377,377
10555,2012-03-20,Spring,2012,Mar,21,0,Tuesday,1,Clear,0.56,0.5303,0.73,0.0,38,239,277,286,277,277
10556,2012-03-20,Spring,2012,Mar,22,0,Tuesday,1,Clear,0.54,0.5152,0.77,0.0,32,156,188,286,188,188
10557,2012-03-20,Spring,2012,Mar,23,0,Tuesday,1,Clear,0.52,0.5,0.83,0.0,10,80,90,286,90,90
10558,2012-03-21,Summer,2012,Mar,0,0,Wednesday,1,Clear,0.52,0.5,0.88,0.0,4,29,33,285,33,33
10559,2012-03-21,Summer,2012,Mar,1,0,Wednesday,1,Clear,0.52,0.5,0.83,0.0896,4,22,26,285,26,26
10560,2012-03-21,Summer,2012,Mar,2,0,Wednesday,1,Clear,0.5,0.4848,0.88,0.1343,2,8,10,285,10,10
10561,2012-03-21,Summer,2012,Mar,3,0,Wednesday,1,Misty,0.5,0.4848,0.88,0.194,1,7,8,285,8,8
10562,2012-03-21,Summer,2012,Mar,4,0,Wednesday,1,Misty,0.5,0.4848,0.88,0.1343,0,4,4,285,4,4
10563,2012-03-21,Summer,2012,Mar,5,0,Wednesday,1,Misty,0.5,0.4848,0.88,0.1343,4,35,39,285,39,39
10564,2012-03-21,Summer,2012,Mar,6,0,Wednesday,1,Misty,0.48,0.4697,0.94,0.2239,10,139,149,285,149,149
10565,2012-03-21,Summer,2012,Mar,7,0,Wednesday,1,Light_rainsnow,0.48,0.4697,0.94,0.194,34,338,372,285,372,372
10566,2012-03-21,Summer,2012,Mar,8,0,Wednesday,1,Light_rainsnow,0.48,0.4697,0.94,0.1045,33,502,535,285,535,535
10567,2012-03-21,Summer,2012,Mar,9,0,Wednesday,1,Misty,0.5,0.4848,0.88,0.1642,38,255,293,285,293,293
10568,2012-03-21,Summer,2012,Mar,10,0,Wednesday,1,Misty,0.52,0.5,0.83,0.1642,30,124,154,285,154,154
10569,2012-03-21,Summer,2012,Mar,11,0,Wednesday,1,Misty,0.52,0.5,0.83,0.1642,38,154,192,285,192,192
10570,2012-03-21,Summer,2012,Mar,12,0,Wednesday,1,Misty,0.54,0.5152,0.77,0.0,58,171,229,285,229,229
10571,2012-03-21,Summer,2012,Mar,13,0,Wednesday,1,Misty,0.54,0.5152,0.83,0.0,81,222,303,285,303,303
10572,2012-03-21,Summer,2012,Mar,14,0,Wednesday,1,Misty,0.56,0.5303,0.78,0.0,74,151,225,285,225,225
10573,2012-03-21,Summer,2012,Mar,15,0,Wednesday,1,Misty,0.56,0.5303,0.78,0.0,68,175,243,285,243,243
10574,2012-03-21,Summer,2012,Mar,16,0,Wednesday,1,Clear,0.58,0.5455,0.73,0.0,91,287,378,285,378,378
10575,2012-03-21,Summer,2012,Mar,17,0,Wednesday,1,Clear,0.6,0.5909,0.69,0.0896,113,616,729,285,729,729
10576,2012-03-21,Summer,2012,Mar,18,0,Wednesday,1,Clear,0.6,0.5909,0.69,0.0,152,627,779,285,779,779
10577,2012-03-21,Summer,2012,Mar,19,0,Wednesday,1,Clear,0.6,0.6061,0.64,0.0,86,496,582,285,582,582
10578,2012-03-21,Summer,2012,Mar,20,0,Wednesday,1,Clear,0.56,0.5303,0.78,0.0896,76,298,374,285,374,374
10579,2012-03-21,Summer,2012,Mar,21,0,Wednesday,1,Clear,0.54,0.5152,0.83,0.1045,47,204,251,285,251,251
10580,2012-03-21,Summer,2012,Mar,22,0,Wednesday,1,Clear,0.52,0.5,0.83,0.1642,41,156,197,285,197,197
10581,2012-03-21,Summer,2012,Mar,23,0,Wednesday,1,Clear,0.54,0.5152,0.77,0.0,37,88,125,285,125,125
10582,2012-03-22,Summer,2012,Mar,0,0,Thursday,1,Clear,0.52,0.5,0.83,0.0896,9,32,41,284,41,41
10583,2012-03-22,Summer,2012,Mar,1,0,Thursday,1,Clear,0.52,0.5,0.83,0.0896,14,16,30,284,30,30
10584,2012-03-22,Summer,2012,Mar,2,0,Thursday,1,Clear,0.52,0.5,0.83,0.0896,1,5,6,284,6,6
10585,2012-03-22,Summer,2012,Mar,3,0,Thursday,1,Clear,0.52,0.5,0.83,0.0896,0,7,7,284,7,7
10586,2012-03-22,Summer,2012,Mar,4,0,Thursday,1,Misty,0.48,0.4697,1.0,0.0896,0,6,6,284,6,6
10587,2012-03-22,Summer,2012,Mar,5,0,Thursday,1,Misty,0.48,0.4697,1.0,0.0896,2,32,34,284,34,34
10588,2012-03-22,Summer,2012,Mar,6,0,Thursday,1,Misty,0.48,0.4697,1.0,0.0896,10,126,136,284,136,136
10589,2012-03-22,Summer,2012,Mar,7,0,Thursday,1,Misty,0.48,0.4697,1.0,0.0896,29,332,361,284,361,361
10590,2012-03-22,Summer,2012,Mar,8,0,Thursday,1,Misty,0.5,0.4848,0.94,0.0896,51,598,649,284,649,649
10591,2012-03-22,Summer,2012,Mar,9,0,Thursday,1,Misty,0.5,0.4848,0.94,0.0896,41,277,318,284,318,318
10592,2012-03-22,Summer,2012,Mar,10,0,Thursday,1,Misty,0.5,0.4848,1.0,0.0896,32,110,142,284,142,142
10593,2012-03-22,Summer,2012,Mar,11,0,Thursday,1,Misty,0.52,0.5,0.94,0.0,53,166,219,284,219,219
10594,2012-03-22,Summer,2012,Mar,12,0,Thursday,1,Misty,0.54,0.5152,0.88,0.194,48,224,272,284,272,272
10595,2012-03-22,Summer,2012,Mar,13,0,Thursday,1,Clear,0.58,0.5455,0.78,0.0896,83,215,298,284,298,298
10596,2012-03-22,Summer,2012,Mar,14,0,Thursday,1,Clear,0.6,0.5909,0.73,0.1045,96,161,257,284,257,257
10597,2012-03-22,Summer,2012,Mar,15,0,Thursday,1,Clear,0.62,0.6061,0.69,0.194,102,202,304,284,304,304
10598,2012-03-22,Summer,2012,Mar,16,0,Thursday,1,Clear,0.64,0.6061,0.65,0.194,125,300,425,284,425,425
10599,2012-03-22,Summer,2012,Mar,17,0,Thursday,1,Clear,0.66,0.6212,0.65,0.1642,154,656,810,284,810,810
10600,2012-03-22,Summer,2012,Mar,18,0,Thursday,1,Clear,0.66,0.6212,0.65,0.1642,147,654,801,284,801,801
10601,2012-03-22,Summer,2012,Mar,19,0,Thursday,1,Clear,0.66,0.6212,0.61,0.0,117,469,586,284,586,586
10602,2012-03-22,Summer,2012,Mar,20,0,Thursday,1,Clear,0.62,0.5909,0.73,0.2836,64,360,424,284,424,424
10603,2012-03-22,Summer,2012,Mar,21,0,Thursday,1,Clear,0.58,0.5455,0.78,0.1642,66,308,374,284,374,374
10604,2012-03-22,Summer,2012,Mar,22,0,Thursday,1,Clear,0.56,0.5303,0.83,0.194,56,164,220,284,220,220
10605,2012-03-22,Summer,2012,Mar,23,0,Thursday,1,Clear,0.56,0.5303,0.83,0.0896,34,117,151,284,151,151
10606,2012-03-23,Summer,2012,Mar,0,0,Friday,1,Clear,0.56,0.5303,0.83,0.0,30,65,95,283,95,95
10607,2012-03-23,Summer,2012,Mar,1,0,Friday,1,Clear,0.54,0.5152,0.88,0.0,18,32,50,283,50,50
10608,2012-03-23,Summer,2012,Mar,2,0,Friday,1,Clear,0.54,0.5152,0.88,0.0896,12,20,32,283,32,32
10609,2012-03-23,Summer,2012,Mar,3,0,Friday,1,Clear,0.52,0.5,0.88,0.1045,4,6,10,283,10,10
10610,2012-03-23,Summer,2012,Mar,4,0,Friday,1,Misty,0.5,0.4848,0.94,0.1045,0,3,3,283,3,3
10611,2012-03-23,Summer,2012,Mar,5,0,Friday,1,Misty,0.5,0.4848,0.94,0.0,5,29,34,283,34,34
10612,2012-03-23,Summer,2012,Mar,6,0,Friday,1,Misty,0.5,0.4848,0.88,0.0,6,110,116,283,116,116
10613,2012-03-23,Summer,2012,Mar,7,0,Friday,1,Misty,0.5,0.4848,0.93,0.1343,28,318,346,283,346,346
10614,2012-03-23,Summer,2012,Mar,8,0,Friday,1,Misty,0.5,0.4848,0.94,0.1343,47,615,662,283,662,662
10615,2012-03-23,Summer,2012,Mar,9,0,Friday,1,Misty,0.52,0.5,0.9,0.0896,75,305,380,283,380,380
10616,2012-03-23,Summer,2012,Mar,10,0,Friday,1,Misty,0.56,0.5303,0.88,0.1045,125,150,275,283,275,275
10617,2012-03-23,Summer,2012,Mar,11,0,Friday,1,Misty,0.62,0.5909,0.73,0.1045,131,187,318,283,318,318
10618,2012-03-23,Summer,2012,Mar,12,0,Friday,1,Misty,0.66,0.6212,0.61,0.2239,199,272,471,283,471,471
10619,2012-03-23,Summer,2012,Mar,13,0,Friday,1,Misty,0.7,0.6515,0.48,0.0,172,256,428,283,428,428
10620,2012-03-23,Summer,2012,Mar,14,0,Friday,1,Misty,0.72,0.6515,0.42,0.1045,208,224,432,283,432,432
10621,2012-03-23,Summer,2012,Mar,15,0,Friday,1,Misty,0.72,0.6515,0.42,0.1343,191,281,472,283,472,472
10622,2012-03-23,Summer,2012,Mar,16,0,Friday,1,Misty,0.72,0.6515,0.42,0.1642,219,370,589,283,589,589
10623,2012-03-23,Summer,2012,Mar,17,0,Friday,1,Misty,0.72,0.6515,0.42,0.1642,264,693,957,283,957,957
10624,2012-03-23,Summer,2012,Mar,18,0,Friday,1,Clear,0.7,0.6364,0.45,0.1642,237,593,830,283,830,830
10625,2012-03-23,Summer,2012,Mar,19,0,Friday,1,Clear,0.66,0.6212,0.5,0.194,213,473,686,283,686,686
10626,2012-03-23,Summer,2012,Mar,20,0,Friday,1,Clear,0.66,0.6212,0.47,0.1343,117,328,445,283,445,445
10627,2012-03-23,Summer,2012,Mar,21,0,Friday,1,Clear,0.62,0.6212,0.53,0.1045,64,220,284,283,284,284
10628,2012-03-23,Summer,2012,Mar,22,0,Friday,1,Clear,0.6,0.6061,0.64,0.2836,53,218,271,283,271,271
10629,2012-03-23,Summer,2012,Mar,23,0,Friday,1,Clear,0.6,0.5909,0.69,0.2537,51,125,176,283,176,176
10630,2012-03-24,Summer,2012,Mar,0,0,Saturday,0,Clear,0.58,0.5455,0.68,0.0,45,111,156,282,156,156
10631,2012-03-24,Summer,2012,Mar,1,0,Saturday,0,Clear,0.56,0.5303,0.73,0.0896,20,108,128,282,128,128
10632,2012-03-24,Summer,2012,Mar,2,0,Saturday,0,Clear,0.54,0.5152,0.77,0.1045,14,55,69,282,69,69
10633,2012-03-24,Summer,2012,Mar,3,0,Saturday,0,Clear,0.54,0.5152,0.77,0.1045,10,22,32,282,32,32
10634,2012-03-24,Summer,2012,Mar,4,0,Saturday,0,Clear,0.52,0.5,0.83,0.0896,1,6,7,282,7,7
10635,2012-03-24,Summer,2012,Mar,5,0,Saturday,0,Misty,0.52,0.5,0.83,0.1642,0,4,4,282,4,4
10636,2012-03-24,Summer,2012,Mar,6,0,Saturday,0,Misty,0.52,0.5,0.83,0.1642,4,24,28,282,28,28
10637,2012-03-24,Summer,2012,Mar,7,0,Saturday,0,Misty,0.5,0.4848,0.88,0.1343,25,45,70,282,70,70
10638,2012-03-24,Summer,2012,Mar,8,0,Saturday,0,Misty,0.5,0.4848,0.94,0.194,41,113,154,282,154,154
10639,2012-03-24,Summer,2012,Mar,9,0,Saturday,0,Misty,0.52,0.5,0.83,0.1343,96,153,249,282,249,249
